GEOID,POPULATION,coverage_pct,pop_with_access,COMMUTERS_TOTAL,TRANSIT_COMMUTERS,HOUSEHOLDS_TOTAL,ZERO_VEH_HH,transit_commuter_share,zero_vehicle_share,MEDIAN_RENT_PER_ROOM,min_grocery_minutes,min_transit_minutes,min_access_minutes,min_gtfs_minutes
g40,105,9.300371570461664e-05,0,59,10,40,4,0.1694915254237288,0.1,0.1705749812233998,22.063171324248554,12.233044787250911,22.063171324248554,203.91272321775796
g41,123,0.0,0,68,11,46,4,0.16176470588235295,0.08695652173913043,0.17057482849757022,21.853892859036534,12.023766322038888,21.853892859036534,204.51984691574782
g42,2762,0.0,0,1554,96,776,26,0.06177606177606178,0.03350515463917526,0.17036719516850896,43.735502841591064,11.430229752663537,43.735502841591064,205.18196459823648
g43,445,0.0,0,181,16,137,7,0.08839779005524862,0.051094890510948905,0.19146733729787002,32.01306698178967,3.062006770879719,32.01306698178967,197.64698442539583
g44,99,0.0,0,47,6,28,2,0.1276595744680851,0.07142857142857142,0.19567108567114777,31.530125974009177,7.553032432650165,31.530125974009177,197.62464180634623
g45,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,27.10809309974302,5.661060587802732,27.10809309974302,197.66145571553102
g46,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,26.876470608327736,0.9440190778909706,26.876470608327736,197.75739139049853
g47,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,26.09949945445078,4.483654662956571,26.09949945445078,197.91235836943264
g48,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,22.9380484120616,0.29894819028044756,22.9380484120616,198.1262109166937
g49,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,21.242602448774768,6.628882232184782,21.242602448774768,198.3987487053327
g50,102,0.022791450228791744,2,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,15.998716408725988,5.459741431924052,15.998716408725988,198.72971774915476
g51,112,0.70733116774005,79,59,9,39,3,0.15254237288135594,0.07692307692307693,0.18004122130973413,14.863400332721142,4.814292112419934,14.863400332721142,199.1188115742868
g52,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,12.527139180356999,4.32715270402289,12.527139180356999,199.56567261777624
g53,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,12.192824552239982,2.3626980152423336,12.192824552239982,200.06989383855532
g54,119,0.6106001124331064,73,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,15.726433539767731,5.896307002770083,15.726433539767731,200.6310205241859
g55,455,0.015802082681734195,7,255,22,139,7,0.08627450980392157,0.050359712230215826,0.17056792958590145,20.196758267275527,10.366631730277877,20.196758267275527,201.24855227518086
g56,1729,0.0,0,973,61,487,16,0.06269270298047276,0.03285420944558522,0.1704381252825025,40.80318140991922,13.242758501583957,40.80318140991922,201.92194514739816
g57,80,0.0,0,33,3,25,1,0.09090909090909091,0.04,0.192851152019878,35.247799729883745,3.9096387336381255,35.247799729883745,194.39701201686503
g58,143,0.0,0,63,6,47,2,0.09523809523809523,0.0425531914893617,0.19334578266931526,27.828336138755986,7.064620290365125,27.828336138755986,194.3140627512381
g59,87,0.0,0,41,5,30,1,0.12195121951219512,0.03333333333333333,0.19379703781148128,25.525928259588294,4.078895747648005,25.525928259588294,194.29131647062485
g60,101,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19594865422763938,25.33086132725488,3.7668305575507848,25.33086132725488,194.328795439895
g61,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,24.631359348200675,1.43290026907082,24.631359348200675,194.42646297915218
g62,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,23.14276487225387,2.7896866581828945,23.14276487225387,194.58422364297843
g63,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,21.694792980978338,3.6390328694060745,21.694792980978338,194.8019236857155
g64,102,0.0,0,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,17.52228227688234,4.422392071450544,17.52228227688234,195.07935180750553
g65,102,0.6013302500407236,61,48,6,27,2,0.125,0.07407407407407407,0.19613546644504468,14.974015675590975,7.341142668552519,14.974015675590975,195.4162401726853
g66,103,1.0,103,49,6,28,2,0.12244897959183673,0.07142857142857142,0.19521555735755666,11.336688869275395,3.3181958606780753,11.336688869275395,195.81226568916776
g67,116,1.0,116,64,10,43,4,0.15625,0.09302325581395349,0.17401481514521563,9.205075199392478,1.005088723058369,9.205075199392478,196.26705153471045
g68,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,10.56254518556695,5.635350553265763,10.56254518556695,196.78016891351436
g69,119,1.0,119,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,11.421361024177557,6.49416639187637,11.421361024177557,197.3511390244561
g70,119,0.6912350899700794,82,66,11,45,4,0.16666666666666666,0.08888888888888889,0.1705749812233998,14.622522601270042,9.157455459900763,14.622522601270042,197.97943522046748
g71,242,0.0033977265629859107,1,150,17,97,8,0.11333333333333333,0.08247422680412371,0.17055290673099327,16.838550171729906,11.373483030360624,16.838550171729906,198.66448533715865
g72,430,0.0,0,290,24,180,12,0.08275862068965517,0.06666666666666667,0.16983356103165717,20.449872083451776,8.076908162421725,20.449872083451776,199.40567416774698
